# float size
1024	0.45503
2048	3.66747
3072	13.1591
4096	32.4371
5120	64.874
6144	124.647
7168
8192


# double size
1024    0.454891
2048    4.02217
3072    17.0635
4096    66.2273
5120    116.828
6144    256.497
7168
8192

# local memory float
1024    0.024376
2048    0.348526
3072    0.643195
4096    1.67252
5120    3.03159
6144    5.28204
7168
8192

